AthleteID,Name,Gender,DateOfBirth,CountryID,SportID
7996,Kaitlyn Morgan,F,1993-11-30,58,48
7997,Michele Willis,M,1990-03-14,62,44
7998,Kimberly Barnes,M,1986-11-24,31,30
7999,Timothy Romero,F,1999-09-19,74,50
8000,Jonathan Brown,F,1983-10-27,10,11
8001,Anna Humphrey,M,1995-08-09,165,31
8002,Jordan Holmes,M,1989-06-17,78,29
8003,Paul Cooke,F,2004-02-14,2,45
8004,Robert Vincent,F,1987-02-22,33,2
8005,Donald Blackwell,M,1998-06-24,119,16
8006,Stephanie Faulkner,F,1990-09-26,151,10
8007,Shelly Schneider,F,2000-10-24,125,31
8008,Ms. Ann Flowers,F,2003-09-24,169,50
8009,Ruth Hall,M,2004-06-23,43,37
8010,James Underwood,F,2008-07-08,162,33
8011,Kevin Chapman,M,1994-08-26,127,32
8012,Lisa Vega,F,1986-06-15,65,17
8013,Patrick Webb,F,2009-05-14,45,7
8014,Crystal Fitzpatrick,M,1985-03-08,54,36
8015,Kristen Rogers,F,2003-02-20,179,21
8016,Shannon Gray,M,1998-09-21,168,43
8017,Lynn Booth,M,1990-06-05,158,21
8018,Andrew Ortiz,F,1991-08-04,197,20
8019,Tonya Peterson,M,1985-04-25,189,1
8020,Timothy Kelly,M,1984-07-26,167,6
8021,Meagan Gonzalez,M,1984-03-25,197,4
8022,Erika Ramirez,F,1983-11-17,111,17
8023,Michael Garcia,F,1987-08-12,77,17
8024,Thomas Hutchinson,F,1985-04-02,37,30
8025,Kristina Garcia,M,2006-07-28,17,50
8026,Courtney Hernandez,M,2000-08-17,14,20
8027,Kim Rich,M,2000-01-09,86,48
8028,Brandon King,F,1998-10-19,113,32
8029,Matthew Allen,F,1996-05-17,8,5
8030,Eric Jackson,M,1999-10-05,147,38
8031,Stanley Duncan,F,2004-05-28,116,37
8032,Isaiah Barber,F,1992-12-17,112,14
8033,John Reynolds,F,2003-07-29,63,3
8034,Barbara Mitchell,F,1993-09-22,181,25
8035,Patrick Brown,M,2000-04-23,92,26
8036,Kristie Gonzalez,F,1999-04-26,178,15
8037,Yolanda Ramirez,M,1986-04-28,86,25
8038,Dean Lamb,M,1992-02-29,67,12
8039,Derrick Kelly,F,1996-06-14,161,19
8040,Stephen Greer,F,2009-05-24,43,45
8041,Jessica Park,M,1988-02-13,43,13
8042,Melissa Williams,F,1984-03-13,146,15
8043,Charles Ryan,F,2008-04-26,4,9
8044,Kenneth Fox,M,1984-07-07,132,33
8045,Rachael Rogers,F,1989-09-16,80,11
8046,Alexa Allen,F,1989-05-30,176,49
8047,Donna Rodgers,M,1988-12-11,167,1
8048,Emily Williams,M,2005-10-13,192,16
8049,Gary Gonzales,M,1992-12-26,122,4
8050,Michael Richardson,M,1999-11-07,189,23
8051,Samuel Jordan,F,1993-05-08,124,3
8052,Katherine Ball,M,1987-02-21,82,3
8053,Isabel Gonzales,M,1986-10-16,123,38
8054,Daniel Berry,F,1991-03-19,27,28
8055,Jordan Gill,M,1987-06-13,23,11
8056,Michael Tran,M,2001-05-07,142,10
8057,Jeffrey Smith,F,2006-09-30,42,50
8058,Craig Mitchell,M,1998-05-02,176,19
8059,Mark Mcdonald,M,1997-12-08,190,49
8060,Christopher Guerra,M,1987-06-25,45,44
8061,Zoe Hendricks,M,1989-05-13,184,33
8062,Tracy Powell,M,1985-07-14,11,49
8063,Amanda Jones,F,1993-09-20,90,4
8064,Justin Mcdonald,M,2001-01-08,76,42
8065,Cassie Powell,F,2001-02-05,80,2
8066,Daniel Archer,M,1986-06-18,32,20
8067,Daniel Mcmahon,F,1997-02-17,162,19
8068,Maria Estes,M,1994-12-24,37,24
8069,Andrew Lucas,F,1996-07-21,114,15
8070,Michael Griffin,F,1994-05-08,16,40
8071,Joshua Mckenzie,F,2005-09-30,9,36
8072,Lacey Owens,M,1987-07-01,54,38
8073,John Powell,F,1994-11-08,16,4
8074,Bradley Wells,M,1986-08-15,9,13
8075,Brandy Vega,M,2003-03-01,142,36
8076,Amy Anderson,F,2008-12-12,56,4
8077,Mark Kelly DVM,F,2000-12-15,41,44
8078,Chelsey Baker,M,1997-03-03,129,9
8079,Olivia Anderson,M,1994-12-16,102,24
8080,Jeffrey Mccann,F,2004-04-18,28,28
8081,Gloria Coleman,M,1985-10-27,114,5
8082,Wendy Hanson,M,1995-08-19,69,19
8083,Tasha Whitehead,M,2009-04-26,171,5
8084,Denise Sharp,F,2008-05-24,160,10
8085,Joshua Hutchinson,M,2008-05-09,16,1
8086,Logan Choi,F,1986-02-05,134,48
8087,John Lucas,M,1988-07-31,2,34
8088,Susan Reyes,M,1995-01-10,188,31
8089,Susan Gray,M,2004-04-18,156,4
8090,Joseph Hernandez,M,1992-10-31,134,5
8091,Catherine Brown,F,2001-08-15,106,34
8092,Samantha Cardenas,F,2004-01-19,136,3
8093,Linda Day,F,2002-04-13,159,10
8094,Marcus Hicks,F,1989-04-29,192,16
8095,Ian Davis,M,1998-10-02,79,38
8096,Cynthia York,F,2003-08-02,88,27
8097,Dale Smith,F,1988-05-09,76,13
8098,Jeffrey Bonilla,M,1996-04-11,15,47
8099,Thomas Brown,F,1994-08-04,156,3
8100,Stephanie Castillo,F,1989-08-14,98,37
8101,Desiree Wood,F,1985-07-24,140,3
8102,Michael Miller,F,1998-10-14,92,29
8103,Rebecca Prince,F,1987-06-15,114,50
8104,Sean Riley,M,1991-04-19,75,49
8105,Michael Armstrong,F,1994-06-09,92,50
8106,Angela Robinson,F,1994-04-21,62,20
8107,Destiny Sanchez,F,1988-12-07,45,10
8108,Edward Ramirez,M,2001-06-18,26,30
8109,Kelly Soto,M,2000-12-31,46,39
8110,Scott Harrison,F,2009-02-28,126,20
8111,Sean Sanchez DVM,M,2004-03-25,94,2
8112,Wanda Schneider,M,1997-11-26,121,24
8113,Teresa Brock MD,F,1999-05-27,164,18
8114,Elizabeth Berg,F,1997-09-21,118,39
8115,Valerie Fleming,M,2007-05-24,33,15
8116,Tammy Martin,M,2008-07-29,41,6
8117,Regina Lopez,F,1987-09-30,74,24
8118,Katherine Tucker,M,2006-04-01,1,31
8119,Michelle Jackson,F,1997-07-13,147,16
8120,Rhonda Wood,F,2008-10-29,165,23
8121,Douglas Mercer,F,1994-07-13,115,36
8122,Phillip Ruiz,M,1990-03-01,199,3
8123,Evelyn Harris,F,2003-02-24,135,13
8124,Carrie Holland,F,1985-08-27,187,29
8125,Linda Clark,M,1992-07-09,18,4
8126,Robert Patel,F,2002-03-25,170,15
8127,Jared Johnson,M,1984-10-29,21,40
8128,Scott Clay,M,2004-01-08,105,4
8129,Timothy Warner,F,1995-10-05,166,17
8130,William Molina,F,1998-12-19,67,44
8131,Brooke Goodwin,M,1985-02-16,8,50
8132,Matthew Medina,F,2003-09-05,100,35
8133,Shannon Jefferson,M,1984-06-15,163,16
8134,Abigail Norris,M,2008-12-22,18,38
8135,Emily Arnold,F,2001-05-14,147,7
8136,Sandra Berry,F,1983-11-19,140,42
8137,Colin Sanchez PhD,M,2005-01-16,4,43
8138,Chad Stanley,F,1996-10-03,123,47
8139,Lynn Hernandez,M,1997-01-14,27,47
8140,David Castro,M,1986-12-07,153,18
8141,Emma Newton,F,1993-03-17,190,5
8142,Nicole Harris,M,1994-07-17,99,9
8143,Brandy Fox,F,1996-05-11,188,11
8144,Tommy Henderson,M,1989-12-20,3,14
8145,Dennis Dawson,M,1986-12-04,158,24
8146,Steven Martinez,M,1999-04-14,5,31
8147,John Jordan,F,1997-09-24,179,23
8148,Heidi Chang,F,2002-06-14,158,38
8149,John Crane,F,1995-09-18,199,38
8150,Mrs. Valerie King,F,2007-02-05,98,20
8151,Latasha Marquez MD,M,2009-02-14,2,44
8152,Douglas Owens,F,1990-01-17,122,1
8153,Tracy Sharp,F,2006-06-30,8,49
8154,Benjamin Bryant,F,2008-10-20,183,7
8155,Curtis West,F,2000-11-05,186,20
8156,Jennifer Cain,M,2000-06-13,95,29
8157,Patricia Jefferson,F,1995-11-06,177,2
8158,Stephen Young,F,1989-04-17,71,33
8159,Dominique Roberts,M,1989-05-11,131,30
8160,Kimberly Robinson,M,2004-01-03,143,1
8161,John Macdonald,M,1999-02-01,1,25
8162,Kelly Davis,M,2007-09-18,124,36
8163,Tiffany Wilcox,M,1999-12-08,95,13
8164,Joseph Brewer,F,1986-08-12,173,23
8165,Cameron Bond,M,1991-03-09,9,33
8166,Rebecca Nicholson,M,1988-06-12,66,20
8167,Donna Spencer,M,1990-09-08,61,15
8168,Jeffrey Hall,F,2006-06-22,48,40
8169,Jade Kramer,M,1999-11-25,134,31
8170,Peter Simmons,F,2005-12-06,87,39
8171,Jillian Brooks,F,2003-07-21,109,28
8172,Kari Dillon,M,2009-02-01,135,41
8173,Christian Riley,M,2003-11-27,73,43
8174,Mike Kelly,F,2006-08-20,153,48
8175,Stephanie Crawford,F,1984-09-24,18,49
8176,Bonnie Reyes,M,1993-06-16,168,7
8177,Jordan Haynes,F,1990-12-02,84,49
8178,Megan Arias,M,1992-11-15,11,11
8179,Teresa Munoz,F,1987-06-05,179,40
8180,Crystal Gardner,F,2000-01-20,70,39
8181,Johnathan Tran,F,2003-12-24,45,15
8182,Jeffery Rosario,M,1988-08-14,93,29
8183,Sally Knight,F,1997-04-22,141,23
8184,Joseph Griffith,F,1996-02-29,143,39
8185,Bill Mcdaniel,F,1999-07-16,161,26
8186,Regina Morris,M,1986-11-25,28,2
8187,Emily Russell,M,1983-09-10,40,22
8188,Sara Thompson,F,1998-04-22,48,5
8189,Judy Oliver,F,2008-06-11,17,48
8190,Heather Mitchell,F,1987-02-05,186,25
8191,Tyler Wells,M,1997-07-23,190,37
8192,John Day,F,1985-06-22,103,19
8193,Michael Mccarty,F,1993-03-24,154,45
8194,Connie Rios,M,2000-07-10,64,27
8195,Mariah Walton,F,2000-02-01,115,50
8196,Tom Smith,F,1989-08-27,19,18
8197,Kyle Carter,F,2005-07-07,57,7
8198,Jennifer Proctor,F,1985-03-14,84,18
8199,Samantha Hayes,F,1987-05-12,40,15
8200,Amy Rodriguez,F,2003-06-19,145,37
8201,Ashley Taylor,M,1985-04-18,108,17
8202,Keith Rivera,F,1993-11-16,83,41
8203,Trevor Riley,M,1991-06-15,159,23
8204,Jessica Graham,F,1992-09-19,104,11
8205,Samuel Hendricks,F,1993-02-17,147,5
8206,Amy Oliver,F,2003-04-13,85,43
8207,Martin Garcia,F,2006-06-19,44,28
8208,Sandra Jones,M,1991-06-19,192,47
8209,Jessica King,M,2005-12-23,141,19
8210,Adam Smith,M,2003-11-05,89,13
8211,Robert Lee,M,1993-07-06,17,33
8212,Donna Phillips,F,2000-10-05,141,33
8213,Courtney Nelson,F,1995-04-05,101,30
8214,Lynn Manning,M,1986-09-21,83,19
8215,Marcus Adams,M,1986-02-22,9,34
8216,Christopher Simmons,M,2006-12-22,76,34
8217,Joel Guerrero,F,1999-10-22,148,22
8218,Antonio Hurst,M,2006-06-09,20,12
8219,Dr. Alexis Aguirre MD,M,2006-07-05,186,17
8220,Deborah Martin,M,1994-08-12,26,46
8221,Joshua Martin,F,1990-06-12,29,36
8222,Tammy Barber,M,1996-08-06,104,21
8223,Brett Martinez,M,1994-07-20,165,39
8224,Jeffrey Frazier,F,1995-01-15,71,48
8225,Dalton Mullins,F,2000-01-30,55,38
8226,Jennifer Pena,M,2004-02-27,192,13
8227,Patricia Johnson,M,1995-01-29,190,44
8228,Jesse Garcia,F,2006-12-08,1,2
8229,David Johnson,M,1987-06-24,113,16
8230,Lisa Snow,F,1984-11-04,139,40
8231,Laura Gonzalez,M,1992-10-15,176,8
8232,David Hill,M,1993-06-06,81,19
8233,Anthony Trevino,F,2008-07-22,148,26
8234,Tyler Daniels,M,1995-01-10,188,42
8235,Christina Mendoza,M,1998-01-01,82,28
8236,Dustin Rojas,M,1984-04-04,19,8
8237,David Owens,F,1991-02-12,73,28
8238,Christopher Sawyer,F,1989-02-10,195,24
8239,Joseph Livingston,F,1999-08-28,113,34
8240,Shannon Miller,M,1995-02-17,49,30
8241,Ryan Bennett,F,1999-05-22,88,13
8242,Alicia Rice,M,1984-04-02,147,8
8243,Tara May,M,1996-08-16,111,27
8244,Veronica Owen,M,2000-11-16,10,48
8245,Christopher Price,F,1987-12-02,27,22
8246,Timothy Moyer,F,1994-06-01,196,19
8247,Mr. Charles Campbell,F,2005-01-02,6,10
8248,Michele Ferguson,M,1994-05-24,10,24
8249,Victoria Baldwin,F,1991-07-20,73,7
8250,Kathleen Osborne,F,1991-01-23,54,41
8251,Lauren Thompson,F,2002-03-24,164,43
8252,Anthony Reyes,M,1983-09-02,188,32
8253,Thomas Thomas,F,2003-12-29,155,42
8254,Joe Miller,M,1984-04-17,8,2
8255,Mike Hughes,F,1983-12-04,150,13
8256,Justin Harris,M,1998-12-02,120,36
8257,Karen Adams,F,1988-02-12,184,24
8258,Jennifer Curtis,M,2003-10-07,43,43
8259,Isaac Brown,M,1987-10-24,27,13
8260,Anna Mcgrath,F,1989-12-11,197,36
8261,Jenny White,M,1996-07-31,191,15
8262,Brenda Rios,M,1988-02-24,44,23
8263,Maurice Lopez,F,1989-09-29,40,38
8264,Robert Williams,F,1996-11-01,72,8
8265,Veronica Davis,M,2001-05-14,58,19
8266,Jessica Lee,M,1984-07-31,26,2
8267,Autumn Gonzalez,M,2005-10-25,35,47
8268,Aaron Johnson,F,1987-10-29,135,2
8269,Autumn Johnson,F,1992-11-28,138,31
8270,Sean Fischer,F,1995-07-02,194,13
8271,Ryan Robbins,F,1987-05-13,15,25
8272,Rachael Gordon,M,2008-01-21,46,4
8273,Jacob Peterson,F,1995-12-09,162,50
8274,Kathryn Clark,M,1985-09-14,26,50
8275,Timothy Sullivan,M,1990-10-17,190,7
8276,Shelley Miller,F,2004-08-28,75,27
8277,John Reid,M,1997-08-27,125,45
8278,Mr. Zachary Hawkins,M,1995-12-09,153,17
8279,Toni Nguyen,M,1988-03-29,34,1
8280,Patrick Romero,F,2006-04-09,51,13
8281,Allison Martinez,F,1987-07-31,114,43
8282,Amy Serrano,M,1994-08-15,137,37
8283,Lisa Lee,M,1989-06-14,164,3
8284,Miranda Morris,F,2002-04-09,72,11
8285,Austin Dunn,M,1992-01-16,163,7
8286,Nicole Wilson,F,2007-09-23,58,20
8287,Monica Perez,M,1999-10-03,161,6
8288,Samantha Thompson,F,2002-07-20,84,41
8289,Eugene Mann,M,1999-04-30,144,34
8290,Amy Thompson,F,2003-07-15,32,8
8291,Lawrence Fleming,F,1993-01-29,18,12
8292,Heidi Williams,F,2003-10-04,88,4
8293,James King,M,1992-05-08,92,43
8294,Jason Ray,M,1995-09-29,83,36
8295,Shawn Parsons,F,1991-05-04,177,29
8296,Lorraine Miller,F,2008-10-12,70,39
8297,Sarah Vega,M,1987-07-26,30,35
8298,Alex Colon MD,M,1987-07-25,39,23
8299,Steven Newton,F,1991-03-15,112,21
8300,April Murphy,F,1987-04-30,198,40
8301,Victoria Johnson,M,2006-09-24,35,14
8302,Steven Haley,F,2006-02-20,131,36
8303,Catherine Washington,F,2002-08-11,84,2
8304,Derrick Dunn,F,1992-05-14,17,43
8305,Rebecca Obrien,M,1986-03-02,162,15
8306,Jessica Duke,M,1987-03-14,68,14
8307,Christopher Newman,M,1995-12-24,192,17
8308,Brittany Watson,F,1986-09-19,56,5
8309,David Marsh,M,2009-02-25,63,45
8310,Bridget Smith,F,2003-09-04,130,38
8311,Scott Reynolds,M,1985-09-26,106,7
8312,Mary Mora,F,2001-03-20,53,42
8313,Gina Hicks,F,1992-09-21,34,47
8314,Daniel Juarez,M,1985-01-30,1,49
8315,Janet Singh,M,1986-11-26,78,16
8316,Sara Porter,F,2006-02-10,29,3
8317,Thomas Anderson,M,1984-09-06,30,40
8318,Mr. Bruce Davis,M,1995-05-23,174,20
8319,Devin Bauer,F,1993-06-06,100,2
8320,Ashley Ramirez,M,2005-10-21,40,9
8321,Toni Payne,F,1997-12-11,85,40
8322,Nicholas Mclean DVM,M,1984-04-11,144,50
8323,Randall Bailey,M,1994-09-09,16,27
8324,Michelle White,M,2007-12-15,2,4
8325,Briana Wright,F,1989-07-01,45,2
8326,Thomas Coleman,M,2003-06-21,188,50
8327,Michael Stout,F,1984-08-18,10,10
8328,Adam Garza,F,1984-12-05,60,15
8329,Robert Murray,F,2009-07-03,141,31
8330,Mario Graham,M,2005-03-12,159,23
8331,Christopher Sullivan,M,1984-09-15,161,9
8332,Michael Rose,F,1988-04-23,59,4
8333,Jacob Price,F,2008-04-04,168,49
8334,Christopher Hill,F,1989-08-01,119,7
8335,Beverly Johnson,M,1994-11-02,27,7
8336,Vernon Gibson,M,2009-04-26,75,33
8337,Amber Stevenson,M,1994-08-21,147,9
8338,Sarah Owens,F,2008-11-10,182,24
8339,Lucas Barajas,M,2003-11-26,144,46
8340,Steven Miller MD,M,2001-10-22,176,20
8341,Richard Harris,F,2003-10-28,58,24
8342,Melissa Ross,F,1988-09-15,164,7
8343,Edward Schmidt,F,1998-08-03,52,5
8344,Elizabeth Gentry,F,1986-08-05,106,25
8345,Frank Palmer,F,1994-05-27,84,17
8346,Kaylee Mendoza,F,2008-03-08,71,26
8347,Randy Santana,M,1998-04-02,25,40
8348,Danny Pearson,M,1989-12-03,12,11
8349,Brittany Herring,M,2000-04-08,29,8
8350,William Miller,F,1995-01-19,134,37
8351,Lisa Rice,F,1998-12-28,117,9
8352,Derek Barber,F,1983-12-23,18,3
8353,Elizabeth Thomas,F,1991-01-12,35,45
8354,Michael Collins,F,2008-01-10,142,25
8355,Micheal Bush,F,1984-07-07,116,33
8356,Daniel Miller,M,1992-10-13,79,17
8357,Amy Lawson DVM,M,2008-11-15,37,10
8358,Steven Phillips,M,1990-02-17,68,41
8359,Laura Johnson,F,2000-03-11,103,12
8360,Angel Baker,F,1996-12-29,74,17
8361,Ashley Huff,M,1998-01-11,169,44
8362,Rebecca Joseph,F,1993-01-13,44,13
8363,Stacey Hensley,F,2003-06-01,16,8
8364,Christina Chen,M,2002-11-11,42,50
8365,Cheryl Smith MD,F,1997-03-30,55,8
8366,Eric Chen,M,2005-09-27,126,15
8367,Daniel Lucas,F,1991-06-10,37,36
8368,Daniel Moore DVM,M,1996-02-24,108,12
8369,Jeffrey Ruiz,F,1989-12-06,172,47
8370,Sean Walker,F,2002-04-27,91,48
8371,Christopher Wood,F,1991-05-05,80,4
8372,Perry Reed,M,1992-09-05,99,1
8373,Jessica Morrow,M,1993-01-20,108,24
8374,Scott Pearson,M,1987-09-03,73,15
8375,Heather Campbell,F,1985-03-20,173,33
8376,Courtney Barton,M,2008-04-11,176,50
8377,John Tran,M,1992-06-22,14,48
8378,Heather Best,M,1999-08-09,21,33
8379,Andrea Carney,M,2005-04-22,182,6
8380,Micheal Hicks,M,2009-03-17,82,43
8381,Michelle Griffin,M,2002-10-10,79,30
8382,Nathaniel Freeman,M,1998-08-07,61,22
8383,Cynthia Buchanan,F,2006-07-19,166,29
8384,Alexandria Santos,F,1987-04-13,102,23
8385,Amy Matthews,M,2009-01-11,107,27
8386,Rebecca Lewis,F,2002-03-06,131,13
8387,Daniel Morris,F,2000-08-16,85,45
8388,Ryan Rice,F,1991-02-08,156,2
8389,Rachel King,M,2001-01-23,178,23
8390,Jennifer Lee,F,2002-02-19,87,30
8391,Melissa Villegas,M,1997-09-30,116,4
8392,Amanda Johnson,M,2003-07-17,25,27
8393,Nicole Patton,M,1999-04-05,188,33
8394,Keith Gonzales,F,1986-11-12,11,37
8395,Nicole Harmon,M,2000-01-26,100,33
8396,Heather Welch,M,2002-04-30,6,46
8397,Henry Martin,M,1994-10-13,8,5
8398,Alexander Wade,F,2005-12-20,49,3
8399,Joseph Wright,F,1986-11-28,73,26
8400,Crystal Johnson,F,1987-06-16,193,2
8401,Julie Fisher,F,1999-10-11,157,33
8402,Ronald Mcdonald,M,1984-07-30,88,24
8403,Stephanie Norris,F,1991-09-12,164,29
8404,Ronald Morrison,M,2000-11-11,134,33
8405,Joel Dawson,F,1999-06-03,104,14
8406,Craig Barrera,M,2003-04-29,12,32
8407,Autumn Chambers,M,2002-03-30,132,15
8408,Bradley Booth,F,1996-01-25,62,35
8409,Jordan Williams,F,2004-09-25,190,32
8410,John Johnson,F,2003-05-19,110,25
8411,Sarah Melendez,M,2009-02-01,44,13
8412,Arthur Garcia,F,2004-04-01,119,19
8413,John Costa,F,1997-02-07,28,45
8414,Amy Lucas,M,1987-12-16,179,20
8415,Jason Robertson,M,2006-04-21,187,18
8416,Heather Austin,M,2001-02-20,17,14
8417,Jean Morrison,M,1987-06-06,62,16
8418,Mrs. Molly Stephens DVM,M,1984-09-03,125,41
8419,George Brock,M,1990-06-01,143,34
8420,Allen Arnold,M,2004-03-02,81,47
8421,Grant Howard,M,1991-09-16,96,14
8422,Stephanie Wise,M,2002-07-30,7,6
8423,Jennifer Brown,F,2009-05-14,37,45
8424,Brian Newman,M,1999-04-23,148,33
8425,Marilyn Nichols,F,1998-04-27,113,9
8426,Manuel Kirby,F,1993-02-21,153,20
8427,Audrey Wright,M,1996-08-18,59,23
8428,Blake Cole,F,2002-10-15,112,25
8429,Randall Parker,M,1997-05-06,2,14
8430,Michelle Sosa,M,2005-04-14,153,34
8431,Abigail Cochran,F,1993-03-26,143,17
8432,Edward Hicks,M,1997-09-20,13,45
8433,Michael Carter,F,1986-06-02,125,46
8434,Megan Kim,M,1995-06-16,24,10
8435,Katie Martin,M,2000-10-27,55,22
8436,Tina Gordon,M,2005-12-09,163,21
8437,Mrs. Sarah Brown,F,1995-09-16,198,29
8438,Melissa Stevens,M,2008-08-28,28,26
8439,Jessica Martinez,F,2003-04-03,67,45
8440,William Rogers,F,2004-08-24,96,27
8441,Julie Diaz,F,1987-03-17,96,50
8442,Emily Cox,M,1986-07-25,21,28
8443,Tommy Wright,M,1999-03-09,74,15
8444,John Cannon,F,2004-12-31,81,8
8445,Eric Floyd,M,1994-02-17,193,46
8446,Leslie Richards,F,2004-09-21,118,26
8447,Martin Kelley,F,2000-02-26,40,12
8448,Christopher Pitts,F,1984-03-22,25,44
8449,Alexandra Joyce,M,2002-03-08,131,31
8450,Elizabeth Harrison,M,1985-12-10,18,11
8451,Virginia Mckee,M,1995-10-07,62,37
8452,Gabriel Perez,F,1988-06-29,38,7
8453,Thomas Ward,M,1987-11-02,159,8
8454,Melissa Willis,F,2004-05-16,125,3
8455,John Estrada,F,2009-03-23,27,42
8456,Catherine Valencia,M,1985-08-05,67,24
8457,Molly Carr,M,1984-04-18,63,36
8458,Marc Peterson,F,1987-12-09,51,39
8459,Daniel Hanson,F,1994-01-25,122,31
8460,Ronald Allison,F,1997-07-10,120,42
8461,Jill Vega,F,2002-04-17,141,41
8462,Deborah Cole,F,1993-03-05,141,34
8463,Mrs. Laura Thomas,M,1997-06-11,94,44
8464,Carla Hines,F,1998-12-12,87,39
8465,Miss Kelly Hernandez,M,1984-12-31,38,43
8466,Dorothy Smith,F,1990-11-23,99,27
8467,Sherry Richards,M,2002-12-16,65,7
8468,Ashley Campbell,F,1999-07-05,124,28
8469,Victor Johnson,M,1999-10-28,67,46
8470,John Garza,M,1984-09-11,139,45
8471,Gregory Hill,F,1995-03-31,125,45
8472,Christopher Brooks,F,1996-02-10,133,16
8473,James Webb,M,1988-04-29,129,23
8474,John Bridges,F,1996-02-08,137,16
8475,Sarah Harrison,F,2005-12-23,29,18
8476,Angela Baldwin,F,2001-08-14,31,17
8477,Mrs. Dawn Brock,M,2001-01-15,28,8
8478,Brenda Thomas,F,2001-03-08,186,26
8479,Sarah Blankenship,M,2001-09-14,179,26
8480,Christopher Acevedo,M,1993-10-01,46,9
8481,Marco Hill,F,1989-02-12,92,18
8482,Anthony Duarte,F,2000-09-19,99,34
8483,Charles Hubbard,M,1985-12-13,46,21
8484,Anthony Rogers,M,1994-10-12,130,42
8485,Tamara Kelley,M,2004-08-11,175,5
8486,Christopher Harmon,F,1989-04-15,26,22
8487,Robert Brown,F,2007-11-11,23,28
8488,Charles Fletcher,M,2002-06-05,120,6
8489,Joshua Haney,M,2005-07-29,6,48
8490,Jacob Anderson,F,2006-10-11,102,8
8491,Karen Fisher,F,1998-12-01,18,27
8492,Lisa Johnson,F,1994-09-13,128,21
8493,Patricia Stone,F,1988-10-28,14,25
8494,Daniel Smith,F,1989-11-20,185,16
8495,Ashley Reed,M,1985-05-03,59,23
8496,Dana Hill,M,2005-11-21,16,21
8497,Scott Baird,M,2004-03-03,97,31
8498,Amber Cummings,F,2005-09-12,104,18
8499,Adam Jones,F,1995-02-24,81,19
8500,Melissa Perry,F,2006-05-31,113,16
8501,Amanda Rivera,M,2001-04-06,149,8
8502,Michael Wilson,M,2008-02-02,47,12
8503,Tiffany Rogers,F,1997-01-18,184,6
8504,Jose Collins,M,1990-06-20,124,33
8505,Brian Mcclain,M,1998-05-25,67,37
8506,Sheila Jones,M,1992-07-22,132,13
8507,Shelley Wolf,M,2005-01-29,143,11
8508,Brian Gonzalez,F,1998-05-17,68,18
8509,Jessica Yang,M,1985-01-17,53,50
8510,Chelsea Jones,F,1996-06-08,31,25
8511,Rick Wilson MD,M,1992-04-18,172,17
8512,Christina Brewer,F,2005-08-04,147,3
8513,Gina Peterson,F,1985-10-28,74,49
8514,Kelli Cooper,M,1998-06-11,141,27
8515,Kyle Shelton,M,2009-03-17,71,13
8516,Karen Smith,F,2003-05-23,21,5
8517,Kayla Matthews DVM,M,2002-09-01,180,8
8518,Michael Perry,F,1995-05-11,187,34
8519,Brian Martin,F,2005-11-06,32,22
8520,Caitlin Davis,F,2000-07-26,89,35
8521,Norma Kennedy,M,1986-10-07,12,8
8522,Christina Acosta,F,1999-07-30,52,6
8523,Jordan Hayes,F,1985-03-22,103,10
8524,Michelle Allen,M,1989-11-14,62,5
8525,Robert Brown,M,1989-10-03,176,25
8526,Charles Mckinney,F,2001-06-27,189,36
8527,Nicholas Burns,M,1996-09-25,58,21
8528,Marilyn Russo,F,1993-08-06,193,35
8529,Patrick Williams,F,1999-03-25,81,15
8530,Sheila Garcia,M,1985-05-20,59,33
8531,Kristen Smith,F,2000-10-28,141,35
8532,Cameron Gutierrez,M,1989-03-29,21,30
8533,Joanne Rangel,M,1990-04-07,197,43
8534,Jason Lucas,F,1990-05-26,128,38
8535,Adam Conner,M,1993-08-30,140,38
8536,Dylan Rogers,M,1984-11-12,192,5
8537,Brandy Stark MD,F,2002-02-16,145,23
8538,Mr. Stanley Washington,M,1993-09-15,170,4
8539,Debra Mckinney,F,1988-12-05,101,36
8540,Rebecca Weber,M,1995-11-03,118,15
8541,Kelly Burke,F,1985-07-02,168,13
8542,Eric Frazier,F,1995-06-23,176,32
8543,Jonathan Pena,M,2001-05-24,96,50
8544,Crystal Peterson,F,1996-05-16,185,9
8545,Jared Brown,F,2002-02-24,163,30
8546,Emily Mayer,F,1998-07-13,187,18
8547,Evan White,M,2007-01-11,103,28
8548,David Hull,F,2001-04-12,28,44
8549,Jennifer Medina,F,1988-12-12,79,23
8550,Robert Schwartz,M,1990-11-07,89,49
8551,Anne James,M,1991-10-12,66,30
8552,Sierra Black,M,1998-01-03,107,28
8553,Zachary Crawford,M,2006-08-02,96,8
8554,Christian Simon,M,1994-09-07,89,27
8555,Debra Fletcher,M,2005-08-06,65,44
8556,Mr. Harry Griffin,F,1992-01-13,36,11
8557,Brenda Johnson,F,1998-09-16,179,24
8558,Emily Kramer,F,1987-10-15,164,38
8559,Stephanie Wilson,M,1990-03-02,90,14
8560,Amber Barker,M,2008-05-09,128,21
8561,Michael Patel,M,1988-12-25,78,28
8562,Stacey Patel,M,1995-06-24,38,10
8563,Michael Allen,F,2000-07-31,2,12
8564,Shelly Williams,M,1994-01-27,44,42
8565,Jose White,F,2005-08-06,148,16
8566,Brian Tyler,M,2005-11-15,191,42
